id,line,log_line
1673,1776,7.482118924
1675,2647,7.881182202
1679,10,2.302585093
1680,4,1.386294361
1681,1684,7.428927195
1684,324,5.780743516
1686,22,3.091042453
1696,201,5.303304908
1702,2,0.693147181
1710,1095,6.998509642
1712,4,1.386294361
1713,88,4.477336814
1714,44,3.784189634
1716,10,2.302585093
1717,2,0.693147181
1718,71,4.262679877
1725,4,1.386294361
1726,6,1.791759469
1727,31,3.433987204
1729,3,1.098612289
1731,1,0
1733,966,6.873163834
1734,71,4.262679877
1735,1462,7.28756064
1737,4,1.386294361
1742,1,0
1743,24,3.17805383
1744,90,4.49980967
1746,3,1.098612289
1750,50,3.912023005
1751,166,5.111987788
1753,73,4.290459441
1757,4,1.386294361
1759,2,0.693147181
1760,2,0.693147181
1761,3,1.098612289
1762,2,0.693147181
1763,3,1.098612289
1764,66,4.189654742
1765,69,4.234106505
1766,13,2.564949357
1767,39,3.663561646
1768,33,3.496507561
1769,10,2.302585093
1772,2,0.693147181
1784,2,0.693147181
1785,2,0.693147181
1788,4,1.386294361
1789,4,1.386294361
1790,101,4.615120517
1791,137,4.919980926
1792,95,4.553876892
1793,6,1.791759469
1794,268,5.590986981
1798,394,5.976350909
1799,104,4.644390899
1800,312,5.743003188
1801,8,2.079441542
1802,3,1.098612289
1803,8,2.079441542
1804,11,2.397895273
1806,61161,11.02126501
1807,31,3.433987204
1808,18,2.890371758
1809,3,1.098612289
1812,2,0.693147181
1814,378,5.934894196
1815,22,3.091042453
1817,4,1.386294361
1818,36,3.583518938
1822,13,2.564949357
1824,2129,7.663407665
1829,12,2.48490665
1830,3,1.098612289
1834,6,1.791759469
1837,7,1.945910149
1838,2,0.693147181
1845,4,1.386294361
1850,18,2.890371758
1851,3,1.098612289
1852,98,4.584967479
1853,329,5.796057751
1854,12,2.48490665
1858,60,4.094344562
1859,17,2.833213344
1862,31,3.433987204
1865,77,4.343805422
1866,2,0.693147181
1867,2,0.693147181
1870,2,0.693147181
1873,2,0.693147181
1874,1113,7.014814351
1882,30,3.401197382
1883,7,1.945910149
1885,27,3.295836866
1886,3,1.098612289
1887,14,2.63905733
1888,8,2.079441542
1893,15,2.708050201
1894,10,2.302585093
1895,120,4.787491743
1897,2,0.693147181
1898,6,1.791759469
1899,9,2.197224577
1900,6,1.791759469
1904,4,1.386294361
1906,2,0.693147181
1908,662,6.495265556
1909,174,5.159055299
1913,434,6.073044534
1914,246,5.505331536
1915,12,2.48490665
1922,162,5.087596335
1923,4,1.386294361
1925,13,2.564949357
1926,110,4.700480366
1927,6,1.791759469
1941,2,0.693147181
1943,54,3.988984047
1950,918,6.822197391
1951,17694,9.780980878
1952,13,2.564949357
1956,68756,11.13831928
1957,9,2.197224577
1958,113,4.727387819
1962,35,3.555348061
1964,898,6.800170068
1965,2,0.693147181
1966,32,3.465735903
1967,68,4.219507705
1968,12,2.48490665
1969,210,5.347107531
1970,360,5.886104031
1971,1,0
1972,3,1.098612289
1973,0,0
1974,120,4.787491743
1975,120,4.787491743
1976,4,1.386294361
1980,4,1.386294361
1981,107,4.672828834
1982,2,0.693147181
1983,4,1.386294361
1984,5,1.609437912
1985,23,3.135494216
1986,4,1.386294361
1987,4,1.386294361
1988,17,2.833213344
1989,45,3.80666249
1990,2,0.693147181
1991,4,1.386294361
1995,113,4.727387819
1996,6,1.791759469
1997,2,0.693147181
1999,11,2.397895273
2000,25,3.218875825
2003,75,4.317488114
2004,3,1.098612289
2005,8,2.079441542
2006,1,0
2007,147,4.990432587
2008,5,1.609437912
2009,206,5.327876169
2010,5,1.609437912
2011,10,2.302585093
2012,707,6.561030666
2013,741,6.608000625
2014,302,5.710427017
2015,1002,6.909753282
2016,148,4.997212274
2017,5,1.609437912
2018,60,4.094344562
2019,6,1.791759469
2021,226,5.420534999
2022,6,1.791759469
2024,640,6.461468176
2031,7,1.945910149
2035,5,1.609437912
2037,2,0.693147181
2040,16,2.772588722
2050,2,0.693147181
2051,1,0
2052,31,3.433987204
2053,1,0
2054,70,4.248495242
2055,62,4.127134385
2056,2,0.693147181
2057,32,3.465735903
2058,8,2.079441542
2059,108,4.682131227
2060,131,4.875197323
2061,53,3.970291914
2062,50,3.912023005
2063,47,3.850147602
2064,2,0.693147181
2065,28,3.33220451
2066,16,2.772588722
2067,3,1.098612289
2068,8,2.079441542
2069,32,3.465735903
2071,11,2.397895273
2074,15,2.708050201
2075,61,4.110873864
2076,30,3.401197382
2077,36,3.583518938
2079,63,4.143134726
2080,26,3.258096538
2081,41,3.713572067
2082,57,4.043051268
2083,9,2.197224577
2084,65,4.17438727
2085,21,3.044522438
2087,3,1.098612289
2088,181,5.198497031
2089,11,2.397895273
2090,18,2.890371758
2091,9,2.197224577
2092,61,4.110873864
2093,73,4.290459441
2095,9,2.197224577
2096,28,3.33220451
2097,1182,7.074963198
2100,79,4.369447852
2101,527,6.267200549
2103,1043,6.949856455
2105,23,3.135494216
2106,427,6.056784013
2108,88,4.477336814
2109,27,3.295836866
2110,3,1.098612289
2116,1147,7.044905117
2119,212,5.356586275
2122,7,1.945910149
2123,1,0
2124,25,3.218875825
2127,2,0.693147181
2129,569,6.343880434
2130,2,0.693147181
2131,12,2.48490665
2132,244,5.497168225
2133,25,3.218875825
2134,48,3.871201011
2135,26,3.258096538
2136,71,4.262679877
2137,140,4.941642423
2138,21,3.044522438
2139,69,4.234106505
2142,44,3.784189634
2143,11,2.397895273
2144,2,0.693147181
2145,111,4.709530201
2147,221,5.398162702
2148,44,3.784189634
2149,18,2.890371758
2150,2,0.693147181
2151,74,4.304065093
2152,120,4.787491743
2153,14,2.63905733
2154,1,0
2155,69,4.234106505
2156,3,1.098612289
2157,207,5.332718793
2158,75,4.317488114
2160,544,6.298949247
2161,210,5.347107531
2162,2,0.693147181
2166,10,2.302585093
2167,12,2.48490665
2171,24,3.17805383
2172,3,1.098612289
2174,10,2.302585093
2176,245,5.501258211
2177,2,0.693147181
2179,2,0.693147181
2184,1,0
2185,1,0
2187,41,3.713572067
2192,4,1.386294361
2194,812,6.69950034
2198,69,4.234106505
2203,5,1.609437912
2204,2,0.693147181
2205,2,0.693147181
2206,2,0.693147181
2207,12,2.48490665
2208,11,2.397895273
2209,42,3.737669618
2210,17,2.833213344
2211,57,4.043051268
2212,91,4.510859507
2213,53,3.970291914
2223,13,2.564949357
2224,59,4.077537444
2225,78,4.356708827
2226,21,3.044522438
2227,17,2.833213344
2228,2,0.693147181
2231,15,2.708050201
2233,735,6.599870499
2234,306,5.723585102
2235,581,6.364750757
2236,421,6.042632834
2237,140,4.941642423
2238,86,4.454347296
2240,31,3.433987204
2241,40,3.688879454
2242,77,4.343805422
2243,108,4.682131227
2244,171,5.141663557
2246,39,3.663561646
2249,1,0
2250,39,3.663561646
2251,18,2.890371758
2252,42,3.737669618
2254,35,3.555348061
2255,12,2.48490665
2256,4,1.386294361
2257,72,4.276666119
2260,96,4.564348191
2261,383,5.948034989
2262,177,5.176149733
2269,29,3.36729583
2270,365,5.899897354
2271,8,2.079441542
2272,25,3.218875825
2273,9,2.197224577
2274,1407,7.249215057
2278,167,5.117993812
2282,118,4.770684624
2287,22,3.091042453
2288,2344,7.759614151
2290,1,0
2291,8,2.079441542
2292,42,3.737669618
2293,2,0.693147181
2294,2,0.693147181
2299,18437,9.822114794
2303,43,3.761200116
2306,5,1.609437912
2307,3,1.098612289
2308,8,2.079441542
2309,6,1.791759469
2310,229,5.433722004
2312,37,3.610917913
2313,6,1.791759469
2314,74,4.304065093
2316,94,4.543294782
2317,9,2.197224577
2318,57,4.043051268
2320,2,0.693147181
2321,111,4.709530201
2322,4,1.386294361
2328,2,0.693147181
2329,2,0.693147181
2330,5,1.609437912
2333,8,2.079441542
2335,135,4.905274778
2336,2,0.693147181
2338,2,0.693147181
2343,2,0.693147181
2346,64,4.158883083
2354,131,4.875197323
2355,7,1.945910149
2356,12,2.48490665
2357,89,4.48863637
2358,40,3.688879454
2359,149,5.003946306
2360,3,1.098612289
2361,105,4.65396035
2362,46,3.828641396
2363,121,4.795790546
2364,6,1.791759469
2365,15,2.708050201
2366,40,3.688879454
2367,47,3.850147602
2368,6,1.791759469
2369,28,3.33220451
2370,22,3.091042453
2371,45,3.80666249
2372,17,2.833213344
2373,8,2.079441542
2374,172,5.147494477
2375,13,2.564949357
2376,6,1.791759469
2378,2209,7.700295203
2381,33,3.496507561
2382,36,3.583518938
2383,2,0.693147181
2385,1,0
2386,26,3.258096538
2390,5,1.609437912
2392,22,3.091042453
2393,128,4.852030264
2394,96,4.564348191
2396,10,2.302585093
2398,61,4.110873864
2399,17,2.833213344
2400,45,3.80666249
2401,20,2.995732274
2403,122,4.804021045
2404,295,5.686975356
2406,1,0
2407,8,2.079441542
2408,50,3.912023005
2409,64,4.158883083
2410,72,4.276666119
2411,19,2.944438979
2412,85,4.442651256
2413,6,1.791759469
2414,3,1.098612289
2415,3,1.098612289
2416,22,3.091042453
2417,63,4.143134726
2418,2,0.693147181
2419,60,4.094344562
2420,36,3.583518938
2421,160,5.075173815
2422,167,5.117993812
2423,4,1.386294361
2426,22,3.091042453
2429,108,4.682131227
2430,6,1.791759469
2431,28,3.33220451
2435,1,0
2436,31,3.433987204
2438,13,2.564949357
2439,15,2.708050201
2440,42,3.737669618
2453,42,3.737669618
2454,146,4.983606622
2455,19,2.944438979
2456,8,2.079441542
2457,297,5.693732139
2458,8,2.079441542
2461,2,0.693147181
2462,18,2.890371758
2464,85,4.442651256
2465,34,3.526360525
2466,1,0
2467,57,4.043051268
2468,1024,6.931471806
2469,69,4.234106505
2470,62,4.127134385
2471,27,3.295836866
2472,7,1.945910149
2474,118,4.770684624
2479,2,0.693147181
2481,24,3.17805383
2482,2,0.693147181
2483,10,2.302585093
2484,18,2.890371758
2485,12,2.48490665
2486,4,1.386294361
2487,6,1.791759469
2488,102,4.624972813
2490,16,2.772588722
2491,2,0.693147181
2492,2,0.693147181
2493,2,0.693147181
2495,168,5.123963979
2496,36,3.583518938
2498,22,3.091042453
2500,2,0.693147181
2512,359,5.883322388
2514,27,3.295836866
2515,9,2.197224577
2516,1864,7.530479995
2517,17,2.833213344
2527,244,5.497168225
2528,6,1.791759469
2531,106,4.663439094
2532,1,0
2534,27,3.295836866
2536,377,5.932245187
2537,562,6.33150185
2538,16,2.772588722
2539,24,3.17805383
2540,29,3.36729583
2541,57,4.043051268
2543,6,1.791759469
2548,443,6.09356977
2549,228,5.429345629
2550,4176,8.33710913
2563,5,1.609437912
2567,38,3.63758616
2569,19,2.944438979
2570,4,1.386294361
2581,4,1.386294361
2583,6,1.791759469
2588,6,1.791759469
2589,62,4.127134385
2590,1,0
2591,205,5.323009979
2592,12,2.48490665
2594,1042,6.948897222
2595,296,5.690359454
2596,826,6.716594774
2597,641,6.463029457
2598,12,2.48490665
2600,2,0.693147181
2602,10,2.302585093
2603,4998,8.516793111
2604,82,4.406719247
2606,739,6.605297921
2609,57,4.043051268
2611,26,3.258096538
2614,1260,7.138867
2616,165,5.105945474
2618,56,4.025351691
2619,7,1.945910149
2620,47,3.850147602
2621,176,5.170483995
2623,21,3.044522438
2628,239,5.476463552
2639,168,5.123963979
2640,8,2.079441542
2641,2,0.693147181
2646,695,6.543911846
2647,595,6.388561406
2649,2108,7.65349491
2650,8,2.079441542
2652,6,1.791759469
2653,4,1.386294361
2654,15,2.708050201
2655,2,0.693147181
2656,13,2.564949357
2657,13,2.564949357
2658,2,0.693147181
2659,6,1.791759469
2660,22,3.091042453
2663,12,2.48490665
2664,126,4.836281907
2670,9,2.197224577
2675,570,6.345636361
2676,49,3.891820298
2677,91,4.510859507
2678,14,2.63905733
2681,61,4.110873864
2682,27,3.295836866
2683,2,0.693147181
2684,19,2.944438979
2689,6,1.791759469
2696,4,1.386294361
2699,11,2.397895273
2700,18,2.890371758
2701,11,2.397895273
2702,2,0.693147181
2703,51,3.931825633
2704,5,1.609437912
2705,2088,7.643961949
2708,3,1.098612289
2709,24,3.17805383
2710,1877,7.537430037
2711,6,1.791759469
2712,8,2.079441542
2713,23,3.135494216
2714,14,2.63905733
2715,1,0
2716,25,3.218875825
2717,6,1.791759469
2718,7,1.945910149
2719,4,1.386294361
2720,1834,7.514254653
2721,1,0
2722,199,5.293304825
2723,223,5.407171771
2724,22,3.091042453
2726,4,1.386294361
2728,4,1.386294361
2730,19,2.944438979
2735,8156,9.006509132
2737,6,1.791759469
2739,64,4.158883083
2741,33,3.496507561
2742,24,3.17805383
2752,12,2.48490665
2754,4,1.386294361
2755,25832,10.15936931
2756,63,4.143134726
2757,2,0.693147181
2761,2,0.693147181
2763,21,3.044522438
2764,231,5.442417711
2765,228,5.429345629
2772,58,4.060443011
2773,98,4.584967479
2780,4,1.386294361
2782,14,2.63905733
2783,23,3.135494216
2784,392,5.97126184
2787,379,5.937536205
2790,2,0.693147181
2794,7,1.945910149
2795,2,0.693147181
2796,34,3.526360525
2797,151,5.017279837
2798,426,6.054439346
2799,25,3.218875825
2800,4,1.386294361
2802,4,1.386294361
2803,30,3.401197382
2804,8,2.079441542
2805,3,1.098612289
2806,19,2.944438979
2808,6,1.791759469
2810,3,1.098612289
2817,7,1.945910149
2821,102,4.624972813
2822,4,1.386294361
2823,3,1.098612289
2825,6,1.791759469
2826,11,2.397895273
2827,90,4.49980967
2828,49,3.891820298
2830,38,3.63758616
2835,8,2.079441542
2836,2,0.693147181
2837,29,3.36729583
2838,385,5.953243334
2839,11,2.397895273
2840,4172,8.336150816
2841,12,2.48490665
2843,4,1.386294361
2844,4,1.386294361
2845,6,1.791759469
2847,19000,9.852194258
2848,392,5.97126184
2849,2,0.693147181
2851,64,4.158883083
2852,42,3.737669618
2853,739,6.605297921
2854,27,3.295836866
2855,71,4.262679877
2856,8,2.079441542
2857,8,2.079441542
2858,6,1.791759469
2859,73,4.290459441
2861,116,4.753590191
2863,810,6.697034248
2864,235,5.459585514
2865,1494,7.309212366
2868,7,1.945910149
2869,87,4.465908119
2870,2,0.693147181
2871,19001,9.852246888
2872,62,4.127134385
2874,141,4.94875989
2875,1,0
2876,4,1.386294361
2877,6,1.791759469
2881,2,0.693147181
2888,112,4.718498871
2889,735,6.599870499
2891,3,1.098612289
2892,17,2.833213344
2893,28,3.33220451
2895,40,3.688879454
2896,3,1.098612289
2897,2,0.693147181
2898,4,1.386294361
2900,279,5.631211782
2901,20,2.995732274
2903,1936,7.568379268
2905,214,5.365976015
2906,24,3.17805383
2907,7369,8.905037291
2910,40,3.688879454
2911,3,1.098612289
2915,4,1.386294361
2923,871,6.769641977
2924,2,0.693147181
2925,1,0
2926,13268,9.4931104
2927,1,0
2928,91,4.510859507
2929,20,2.995732274
2930,534,6.280395839
2931,66,4.189654742
2933,125,4.828313737
2934,133,4.890349128
2935,70,4.248495242
2936,29,3.36729583
2937,18,2.890371758
2938,31,3.433987204
2940,4,1.386294361
2949,2086,7.643003636
2952,36,3.583518938
2955,31,3.433987204
2956,4,1.386294361
2957,189,5.241747015
2959,60,4.094344562
2960,19,2.944438979
2962,15,2.708050201
2963,2,0.693147181
2964,1,0
2965,26,3.258096538
2966,2202,7.697121317
2972,37,3.610917913
2975,8,2.079441542
2976,2,0.693147181
2981,1569,7.358193753
2983,600,6.396929655
2984,440,6.086774727
2985,21,3.044522438
2987,2,0.693147181
2992,4,1.386294361
2993,9,2.197224577
2995,2,0.693147181
2998,42,3.737669618
2999,2,0.693147181
3003,3,1.098612289
3004,10,2.302585093
3005,76,4.33073334
3006,16485,9.710206156
3011,10,2.302585093
3017,2,0.693147181
3018,2,0.693147181
3019,18,2.890371758
3020,11,2.397895273
3021,4,1.386294361
3022,2,0.693147181
3023,19,2.944438979
3024,11,2.397895273
3025,207,5.332718793
3026,18,2.890371758
3027,30,3.401197382
3028,2030,7.615791072
3029,6,1.791759469
3030,145,4.976733742
3031,68,4.219507705
3032,6,1.791759469
3034,3,1.098612289
3035,4,1.386294361
3036,166,5.111987788
3037,15,2.708050201
3038,4,1.386294361
3039,2,0.693147181
3040,9,2.197224577
3041,4,1.386294361
3042,2,0.693147181
3044,18,2.890371758
3051,564,6.335054252
3057,28,3.33220451
3058,7,1.945910149
3059,3,1.098612289
3060,5,1.609437912
3061,2,0.693147181
3064,2,0.693147181
3065,1,0
3066,12,2.48490665
3072,849,6.744059186
3073,74,4.304065093
3074,6,1.791759469
3075,38,3.63758616
3078,2,0.693147181
3083,5,1.609437912
3086,32,3.465735903
3087,16,2.772588722
3089,2,0.693147181
3092,5800,8.665613197
3093,5838,8.672143551
3099,1,0
3107,15324,9.637175506
3116,24,3.17805383
3117,42,3.737669618
3118,20,2.995732274
3119,4,1.386294361
3120,1,0
3121,730,6.593044534
3122,9,2.197224577
3123,3,1.098612289
3124,2,0.693147181
3125,2,0.693147181
3126,7,1.945910149
3127,2,0.693147181
3128,4,1.386294361
3129,1,0
3130,8,2.079441542
3131,2,0.693147181
3132,383,5.948034989
3133,2,0.693147181
3134,5589,8.628555659
3135,31,3.433987204
3136,17,2.833213344
3138,7,1.945910149
3147,4,1.386294361
3148,6083,8.713253274
